"qualifying_code","exclude_if_any"
"262","013.04"
"262","013.05"
"262","013.06"
"262","013.07"
"262","013.08"
"262","013.09"
"262","013.1"
"262","013.10"
"262","013.11"
"262","013.12"
"262","013.13"
"262","013.14"
"262","013.15"
"262","013.16"
"262","013.17"
"262","013.18"
"262","013.19"
"262","013.2"
"262","013.20"
"262","013.21"
"262","013.22"
"262","013.23"
"262","013.24"
"262","013.25"
"262","013.26"
"262","013.27"
"262","013.28"
"262","013.29"
"262","013.3"
"262","013.30"
"262","013.31"
"262","013.32"
"262","013.33"
"262","013.34"
"262","013.35"
"262","013.36"
"262","013.37"
"262","013.38"
"262","013.39"
"262","013.4"
"262","013.40"
"262","013.41"
"262","013.42"
"262","013.43"
"262","013.44"
"262","013.45"
"262","013.46"
"262","013.47"
"262","013.48"
"262","013.49"
"262","013.5"
"262","013.50"
"262","013.51"
"262","013.52"
"262","013.53"
"262","013.54"
"262","013.55"
"262","013.56"
"262","013.57"
"262","013.58"
"262","013.59"
"262","013.6"
"262","013.60"
"262","013.61"
"262","013.62"
"262","013.63"
"262","013.64"
"262","013.65"
"262","013.66"
"262","013.67"
"262","013.68"
"262","013.69"
"262","013.7"
"262","013.70"
"262","013.71"
"262","013.72"
"262","013.73"
"262","013.74"
"262","013.75"
"262","013.76"
"262","013.77"
"262","013.78"
"262","013.79"
"262","013.8"
"262","013.80"
"262","013.81"
"262","013.82"
"262","013.83"
"262","013.84"
"262","013.85"
"262","013.86"
"262","013.87"
"262","013.88"
"262","013.89"
"262","013.9"
"262","013.90"
"262","013.91"
"262","013.92"
"262","013.93"
"262","013.94"
"262","013.95"
"262","013.96"
"262","013.97"
"262","013.98"
"262","013.99"
"262","014"
"262","014.0"
"262","014.00"
"262","014.01"
"262","014.02"
"262","014.03"
"262","014.04"
"262","014.05"
"262","014.06"
"262","014.07"
"262","014.08"
"262","014.09"
"262","014.1"
"262","014.10"
"262","014.11"
"262","014.12"
"262","014.13"
"262","014.14"
"262","014.15"
"262","014.16"
"262","014.17"
"262","014.18"
"262","014.19"
"262","014.2"
"262","014.20"
"262","014.21"
"262","014.22"
"262","014.23"
"262","014.24"
"262","014.25"
"262","014.26"
"262","014.27"
"262","014.28"
"262","014.29"
"262","014.3"
"262","014.30"
"262","014.31"
"262","014.32"
"262","014.33"
"262","014.34"
"262","014.35"
"262","014.36"
"262","014.37"
"262","014.38"
"262","014.39"
"262","014.4"
"262","014.40"
"262","014.41"
"262","014.42"
"262","014.43"
"262","014.44"
"262","014.45"
"262","014.46"
"262","014.47"
"262","014.48"
"262","014.49"
"262","014.5"
"262","014.50"
"262","014.51"
"262","014.52"
"262","014.53"
"262","014.54"
"262","014.55"
"262","014.56"
"262","014.57"
"262","014.58"
"262","014.59"
"262","014.6"
"262","014.60"
"262","014.61"
"262","014.62"
"262","014.63"
"262","014.64"
"262","014.65"
"262","014.66"
"262","014.67"
"262","014.68"
"262","014.69"
"262","014.7"
"262","014.70"
"262","014.71"
"262","014.72"
"262","014.73"
"262","014.74"
"262","014.75"
"262","014.76"
"262","014.77"
"262","014.78"
"262","014.79"
"262","014.8"
"262","014.80"
"262","014.81"
"262","014.82"
"262","014.83"
"262","014.84"
"262","014.85"
"262","014.86"
"262","014.87"
"262","014.88"
"262","014.89"
"262","014.9"
"262","014.90"
"262","014.91"
"262","014.92"
"262","014.93"
"262","014.94"
"262","014.95"
"262","014.96"
"262","014.97"
"262","014.98"
"262","014.99"
"262","015"
"262","015.0"
"262","015.00"
"262","015.01"
"262","015.02"
"262","015.03"
"262","015.04"
"262","015.05"
"262","015.06"
"262","015.07"
"262","015.08"
"262","015.09"
"262","015.1"
"262","015.10"
"262","015.11"
"262","015.12"
"262","015.13"
"262","015.14"
"262","015.15"
"262","015.16"
"262","015.17"
"262","015.18"
"262","015.19"
"262","015.2"
"262","015.20"
"262","015.21"
"262","015.22"
"262","015.23"
"262","015.24"
"262","015.25"
"262","015.26"
"262","015.27"
"262","015.28"
"262","015.29"
"262","015.3"
"262","015.30"
"262","015.31"
"262","015.32"
"262","015.33"
"262","015.34"
"262","015.35"
"262","015.36"
"262","015.37"
"262","015.38"
"262","015.39"
"262","015.4"
"262","015.40"
"262","015.41"
"262","015.42"
"262","015.43"
"262","015.44"
"262","015.45"
"262","015.46"
"262","015.47"
"262","015.48"
"262","015.49"
"262","015.5"
"262","015.50"
"262","015.51"
"262","015.52"
"262","015.53"
"262","015.54"
"262","015.55"
"262","015.56"
"262","015.57"
"262","015.58"
"262","015.59"
"262","015.6"
"262","015.60"
"262","015.61"
"262","015.62"
"262","015.63"
"262","015.64"
"262","015.65"
"262","015.66"
"262","015.67"
"262","015.68"
"262","015.69"
"262","015.7"
"262","015.70"
"262","015.71"
"262","015.72"
"262","015.73"
"262","015.74"
"262","015.75"
"262","015.76"
"262","015.77"
"262","015.78"
"262","015.79"
"262","015.8"
"262","015.80"
"262","015.81"
"262","015.82"
"262","015.83"
"262","015.84"
"262","015.85"
"262","015.86"
"262","015.87"
"262","015.88"
"262","015.89"
"262","015.9"
"262","015.90"
"262","015.91"
"262","015.92"
"262","015.93"
"262","015.94"
"262","015.95"
"262","015.96"
"262","015.97"
"262","015.98"
"262","015.99"
"262","016"
"262","016.0"
"262","016.00"
"262","016.01"
"262","016.02"
"262","016.03"
"262","016.04"
"262","016.05"
"262","016.06"
"262","016.07"
"262","016.08"
"262","016.09"
"262","016.1"
"262","016.10"
"262","016.11"
"262","016.12"
"262","016.13"
"262","016.14"
"262","016.15"
"262","016.16"
"262","016.17"
"262","016.18"
"262","016.19"
"262","016.2"
"262","016.20"
"262","016.21"
"262","016.22"
"262","016.23"
"262","016.24"
"262","016.25"
"262","016.26"
"262","016.27"
"262","016.28"
"262","016.29"
"262","016.3"
"262","016.30"
"262","016.31"
"262","016.32"
"262","016.33"
"262","016.34"
"262","016.35"
"262","016.36"
"262","016.37"
"262","016.38"
"262","016.39"
"262","016.4"
"262","016.40"
"262","016.41"
"262","016.42"
"262","016.43"
"262","016.44"
"262","016.45"
"262","016.46"
"262","016.47"
"262","016.48"
"262","016.49"
"262","016.5"
"262","016.50"
"262","016.51"
"262","016.52"
"262","016.53"
"262","016.54"
"262","016.55"
"262","016.56"
"262","016.57"
"262","016.58"
"262","016.59"
"262","016.6"
"262","016.60"
"262","016.61"
"262","016.62"
"262","016.63"
"262","016.64"
"262","016.65"
"262","016.66"
"262","016.67"
"262","016.68"
"262","016.69"
"262","016.7"
"262","016.70"
"262","016.71"
"262","016.72"
"262","016.73"
"262","016.74"
"262","016.75"
"262","016.76"
"262","016.77"
"262","016.78"
"262","016.79"
"262","016.8"
"262","016.80"
"262","016.81"
"262","016.82"
"262","016.83"
"262","016.84"
"262","016.85"
"262","016.86"
"262","016.87"
"262","016.88"
"262","016.89"
"262","016.9"
"262","016.90"
"262","016.91"
"262","016.92"
"262","016.93"
"262","016.94"
"262","016.95"
"262","016.96"
"262","016.97"
"262","016.98"
"262","016.99"
"262","017"
"262","017.0"
"262","017.00"
"262","017.01"
"262","017.02"
"262","017.03"
"262","017.04"
"262","017.05"
"262","017.06"
"262","017.07"
"262","017.08"
"262","017.09"
"262","017.1"
"262","017.10"
"262","017.11"
"262","017.12"
"262","017.13"
"262","017.14"
"262","017.15"
"262","017.16"
"262","017.17"
"262","017.18"
"262","017.19"
"262","017.2"
"262","017.20"
"262","017.21"
"262","017.22"
"262","017.23"
"262","017.24"
"262","017.25"
"262","017.26"
"262","017.27"
"262","017.28"
"262","017.29"
"262","017.3"
"262","017.30"
"262","017.31"
"262","017.32"
"262","017.33"
"262","017.34"
"262","017.35"
"262","017.36"
"262","017.37"
"262","017.38"
"262","017.39"
"262","017.4"
"262","017.40"
"262","017.41"
"262","017.42"
"262","017.43"
"262","017.44"
"262","017.45"
"262","017.46"
"262","017.47"
"262","017.48"
"262","017.49"
"262","017.5"
"262","017.50"
"262","017.51"
"262","017.52"
"262","017.53"
"262","017.54"
"262","017.55"
"262","017.56"
"262","017.57"
"262","017.58"
"262","017.59"
"262","017.6"
"262","017.60"
"262","017.61"
"262","017.62"
"262","017.63"
"262","017.64"
"262","017.65"
"262","017.66"
"262","017.67"
"262","017.68"
"262","017.69"
"262","017.7"
"262","017.70"
"262","017.71"
"262","017.72"
"262","017.73"
"262","017.74"
"262","017.75"
"262","017.76"
"262","017.77"
"262","017.78"
"262","017.79"
"262","017.8"
"262","017.80"
"262","017.81"
"262","017.82"
"262","017.83"
"262","017.84"
"262","017.85"
"262","017.86"
"262","017.87"
"262","017.88"
"262","017.89"
"262","017.9"
"262","017.90"
"262","017.91"
"262","017.92"
"262","017.93"
"262","017.94"
"262","017.95"
"262","017.96"
"262","017.97"
"262","017.98"
"262","017.99"
"262","018.0"
"262","018.00"
"262","018.01"
"262","018.02"
"262","018.03"
"262","018.04"
"262","018.05"
"262","018.06"
"262","018.07"
"262","018.08"
"262","018.09"
"262","018.1"
"262","018.10"
"262","018.11"
"262","018.12"
"262","018.13"
"262","018.14"
"262","018.15"
"262","018.16"
"262","018.17"
"262","018.18"
"262","018.19"
"262","018.2"
"262","018.20"
"262","018.21"
"262","018.22"
"262","018.23"
"262","018.24"
"262","018.25"
"262","018.26"
"262","018.27"
"262","018.28"
"262","018.29"
"262","018.3"
"262","018.30"
"262","018.31"
"262","018.32"
"262","018.33"
"262","018.34"
"262","018.35"
"262","018.36"
"262","018.37"
"262","018.38"
"262","018.39"
"262","018.4"
"262","018.40"
"262","018.41"
"262","018.42"
"262","018.43"
"262","018.44"
"262","018.45"
"262","018.46"
"262","018.47"
"262","018.48"
"262","018.49"
"262","018.5"
"262","018.50"
"262","018.51"
"262","018.52"
"262","018.53"
"262","018.54"
"262","018.55"
"262","018.56"
"262","018.57"
"262","018.58"
"262","018.59"
"262","018.6"
"262","018.60"
"262","018.61"
"262","018.62"
"262","018.63"
"262","018.64"
"262","018.65"
"262","018.66"
"262","018.67"
"262","018.68"
"262","018.69"
"262","018.7"
"262","018.70"
"262","018.71"
"262","018.72"
"262","018.73"
"262","018.74"
"262","018.75"
"262","018.76"
"262","018.77"
"262","018.78"
"262","018.79"
"262","018.8"
"262","018.80"
"262","018.81"
"262","018.82"
"262","018.83"
"262","018.84"
"262","018.85"
"262","018.86"
"262","018.87"
"262","018.88"
"262","018.89"
"262","018.9"
"262","018.90"
"262","018.91"
"262","018.92"
"262","018.93"
"262","018.94"
"262","018.95"
"262","018.96"
"262","018.97"
"262","018.98"
"262","018.99"
"262","042"
"262","070.00"
"262","070.01"
"262","070.02"
"262","070.03"
"262","070.04"
"262","070.05"
"262","070.06"
"262","070.07"
"262","070.08"
"262","070.09"
"262","070.1"
"262","070.10"
"262","070.11"
"262","070.12"
"262","070.13"
"262","070.14"
"262","070.15"
"262","070.16"
"262","070.17"
"262","070.18"
"262","070.19"
"262","070.2"
"262","070.20"
"262","070.21"
"262","070.22"
"262","070.23"
"262","070.24"
"262","070.25"
"262","070.26"
"262","070.27"
"262","070.28"
"262","070.29"
"262","070.3"
"262","070.30"
"262","070.31"
"262","070.32"
"262","070.33"
"262","070.34"
"262","070.35"
"262","070.36"
"262","070.37"
"262","070.38"
"262","070.39"
"262","070.4"
"262","070.40"
"262","070.41"
"262","070.42"
"262","070.43"
"262","070.44"
"262","070.45"
"262","070.46"
"262","070.47"
"262","070.48"
"262","070.49"
"262","070.5"
"262","070.50"
"262","070.51"
"262","070.52"
"262","070.53"
"262","070.54"
"262","070.55"
"262","070.56"
"262","070.57"
"262","070.58"
"262","070.59"
"262","070.6"
"262","070.60"
"262","070.61"
"262","070.62"
"262","070.63"
"262","070.64"
"262","070.65"
"262","070.66"
"262","070.67"
"262","070.68"
"262","070.69"
"262","070.7"
"262","070.70"
"262","070.71"
"262","070.72"
"262","070.73"
"262","070.74"
"262","070.75"
"262","070.76"
"262","070.77"
"262","070.78"
"262","070.79"
"262","070.8"
"262","070.80"
"262","070.81"
"262","070.82"
"262","070.83"
"262","070.84"
"262","070.85"
"262","070.86"
"262","070.87"
"262","070.88"
"262","070.89"
"262","070.9"
"262","070.90"
"262","070.91"
"262","070.92"
"262","070.93"
"262","070.94"
"262","070.95"
"262","070.96"
"262","070.97"
"262","070.98"
"262","070.99"
"262","140.0"
"262","140.00"
"262","140.01"
"262","140.02"
"262","140.03"
"262","140.04"
"262","140.05"
"262","140.06"
"262","140.07"
"262","140.08"
"262","140.09"
"262","140.1"
"262","140.10"
"262","140.11"
"262","140.12"
"262","140.13"
"262","140.14"
"262","140.15"
"262","140.16"
"262","140.17"
"262","140.18"
"262","140.19"
"262","140.2"
"262","140.20"
"262","140.21"
"262","140.22"
"262","140.23"
"262","140.24"
"262","140.25"
"262","140.26"
"262","140.27"
"262","140.28"
"262","140.29"
"262","140.3"
"262","140.30"
"262","140.31"
"262","140.32"
"262","140.33"
"262","140.34"
"262","140.35"
"262","140.36"
"262","140.37"
"262","140.38"
"262","140.39"
"262","140.4"
"262","140.40"
"262","140.41"
"262","140.42"
"262","140.43"
"262","140.44"
"262","140.45"
"262","140.46"
"262","140.47"
"262","140.48"
"262","140.49"
"262","140.5"
"262","140.50"
"262","140.51"
"262","140.52"
"262","140.53"
"262","140.54"
"262","140.55"
"262","140.56"
"262","140.57"
"262","140.58"
"262","140.59"
"262","140.6"
"262","140.60"
"262","140.61"
"262","140.62"
"262","140.63"
"262","140.64"
"262","140.65"
"262","140.66"
"262","140.67"
"262","140.68"
"262","140.69"
"262","140.7"
"262","140.70"
"262","140.71"
"262","140.72"
"262","140.73"
"262","140.74"
"262","140.75"
"262","140.76"
"262","140.77"
"262","140.78"
"262","140.79"
"262","140.8"
"262","140.80"
"262","140.81"
"262","140.82"
"262","140.83"
"262","140.84"
"262","140.85"
"262","140.86"
"262","140.87"
"262","140.88"
"262","140.89"
"262","140.9"
"262","140.90"
"262","140.91"
"262","140.92"
"262","140.93"
"262","140.94"
"262","140.95"
"262","140.96"
"262","140.97"
"262","140.98"
"262","140.99"
"262","141"
"262","141.0"
"262","141.00"
"262","141.01"
"262","141.02"
"262","141.03"
"262","141.04"
"262","141.05"
"262","141.06"
"262","141.07"
"262","141.08"
"262","141.09"
"262","141.1"
"262","141.10"
"262","141.11"
"262","141.12"
"262","141.13"
"262","141.14"
"262","141.15"
"262","141.16"
"262","141.17"
"262","141.18"
"262","141.19"
"262","141.2"
"262","141.20"
"262","141.21"
"262","141.22"
"262","141.23"
"262","141.24"
"262","141.25"
"262","141.26"
"262","141.27"
"262","141.28"
"262","141.29"
"262","141.3"
"262","141.30"
"262","141.31"
"262","141.32"
"262","141.33"
"262","141.34"
"262","141.35"
"262","141.36"
"262","141.37"
"262","141.38"
"262","141.39"
"262","141.4"
"262","141.40"
"262","141.41"
"262","141.42"
"262","141.43"
"262","141.44"
"262","141.45"
"262","141.46"
"262","141.47"
"262","141.48"
"262","141.49"
"262","141.5"
"262","141.50"
"262","141.51"
"262","141.52"
"262","141.53"
"262","141.54"
"262","141.55"
"262","141.56"
"262","141.57"
"262","141.58"
"262","141.59"
"262","141.6"
"262","141.60"
"262","141.61"
"262","141.62"
"262","141.63"
"262","141.64"
"262","141.65"
"262","141.66"
"262","141.67"
"262","141.68"
"262","141.69"
"262","141.7"
"262","141.70"
"262","141.71"
"262","141.72"
"262","141.73"
"262","141.74"
"262","141.75"
"262","141.76"
"262","141.77"
"262","141.78"
"262","141.79"
"262","141.8"
"262","141.80"
"262","141.81"
"262","141.82"
"262","141.83"
"262","141.84"
"262","141.85"
"262","141.86"
"262","141.87"
"262","141.88"
"262","141.89"
"262","141.9"
"262","141.90"
"262","141.91"
"262","141.92"
"262","141.93"
"262","141.94"
"262","141.95"
"262","141.96"
"262","141.97"
"262","141.98"
"262","141.99"
"262","142"
"262","142.0"
"262","142.00"
"262","142.01"
"262","142.02"
"262","142.03"
"262","142.04"
"262","142.05"
"262","142.06"
"262","142.07"
"262","142.08"
"262","142.09"
"262","142.1"
"262","142.10"
"262","142.11"
"262","142.12"
"262","142.13"
"262","142.14"
"262","142.15"
"262","142.16"
"262","142.17"
"262","142.18"
"262","142.19"
"262","142.2"
"262","142.20"
"262","142.21"
"262","142.22"
"262","142.23"
"262","142.24"
"262","142.25"
"262","142.26"
"262","142.27"
"262","142.28"
"262","142.29"
"262","142.3"
"262","142.30"
"262","142.31"
"262","142.32"
"262","142.33"
"262","142.34"
"262","142.35"
"262","142.36"
"262","142.37"
"262","142.38"
"262","142.39"
"262","142.4"
"262","142.40"
"262","142.41"
"262","142.42"
"262","142.43"
"262","142.44"
"262","142.45"
"262","142.46"
"262","142.47"
"262","142.48"
"262","142.49"
"262","142.5"
"262","142.50"
"262","142.51"
"262","142.52"
"262","142.53"
"262","142.54"
"262","142.55"
"262","142.56"
"262","142.57"
"262","142.58"
"262","142.59"
"262","142.6"
"262","142.60"
"262","142.61"
"262","142.62"
"262","142.63"
"262","142.64"
"262","142.65"
"262","142.66"
"262","142.67"
"262","142.68"
"262","142.69"
"262","142.7"
"262","142.70"
"262","142.71"
"262","142.72"
"262","142.73"
"262","142.74"
"262","142.75"
"262","142.76"
"262","142.77"
"262","142.78"
"262","142.79"
"262","142.8"
"262","142.80"
"262","142.81"
"262","142.82"
"262","142.83"
"262","142.84"
"262","142.85"
"262","142.86"
"262","142.87"
"262","142.88"
"262","142.89"
"262","142.9"
"262","142.90"
"262","142.91"
"262","142.92"
"262","142.93"
"262","142.94"
"262","142.95"
"262","142.96"
"262","142.97"
"262","142.98"
"262","142.99"
"262","143"
"262","143.0"
"262","143.00"
"262","143.01"
"262","143.02"
"262","143.03"
"262","143.04"
"262","143.05"
"262","143.06"
"262","143.07"
"262","143.08"
"262","143.09"
"262","143.1"
"262","143.10"
"262","143.11"
"262","143.12"
"262","143.13"
"262","143.14"
"262","143.15"
"262","143.16"
"262","143.17"
"262","143.18"
"262","143.19"
"262","143.2"
"262","143.20"
"262","143.21"
"262","143.22"
"262","143.23"
"262","143.24"
"262","143.25"
"262","143.26"
"262","143.27"
"262","143.28"
"262","143.29"
"262","143.3"
"262","143.30"
"262","143.31"
"262","143.32"
"262","143.33"
"262","143.34"
"262","143.35"
"262","143.36"
"262","143.37"
"262","143.38"
"262","143.39"
"262","143.4"
"262","143.40"
"262","143.41"
"262","143.42"
"262","143.43"
"262","143.44"
"262","143.45"
"262","143.46"
"262","143.47"
"262","143.48"
"262","143.49"
"262","143.5"
"262","143.50"
"262","143.51"
"262","143.52"
"262","143.53"
"262","143.54"
"262","143.55"
"262","143.56"
"262","143.57"
"262","143.58"
"262","143.59"
"262","143.6"
"262","143.60"
"262","143.61"
"262","143.62"
"262","143.63"
"262","143.64"
"262","143.65"
"262","143.66"
"262","143.67"
"262","143.68"
"262","143.69"
"262","143.7"
"262","143.70"
"262","143.71"
"262","143.72"
"262","143.73"
"262","143.74"
"262","143.75"
"262","143.76"
"262","143.77"
"262","143.78"
"262","143.79"
"262","143.8"
"262","143.80"
"262","143.81"
"262","143.82"
"262","143.83"
"262","143.84"
"262","143.85"
"262","143.86"
"262","143.87"
"262","143.88"
"262","143.89"
"262","143.9"
"262","143.90"
"262","143.91"
"262","143.92"
"262","143.93"
"262","143.94"
"262","143.95"
"262","143.96"
"262","143.97"
"262","143.98"
"262","143.99"
"262","144"
"262","144.0"
"262","144.00"
"262","144.01"
"262","144.02"
"262","144.03"
"262","144.04"
"262","144.05"
"262","144.06"
"262","144.07"
"262","144.08"
"262","144.09"
"262","144.1"
"262","144.10"
"262","144.11"
"262","144.12"
"262","144.13"
"262","144.14"
"262","144.15"
"262","144.16"
"262","144.17"
"262","144.18"
"262","144.19"
"262","144.2"
"262","144.20"
"262","144.21"
"262","144.22"
"262","144.23"
"262","144.24"
"262","144.25"
"262","144.26"
"262","144.27"
"262","144.28"
"262","144.29"
"262","144.3"
"262","144.30"
"262","144.31"
"262","144.32"
"262","144.33"
"262","144.34"
"262","144.35"
"262","144.36"
"262","144.37"
"262","144.38"
"262","144.39"
"262","144.4"
"262","144.40"
"262","144.41"
"262","144.42"
"262","144.43"
"262","144.44"
"262","144.45"
"262","144.46"
"262","144.47"
"262","144.48"
"262","144.49"
"262","144.5"
"262","144.50"
"262","144.51"
"262","144.52"
"262","144.53"
"262","144.54"
"262","144.55"
"262","144.56"
"262","144.57"
"262","144.58"
"262","144.59"
"262","144.6"
"262","144.60"
"262","144.61"
"262","144.62"
"262","144.63"
"262","144.64"
"262","144.65"
"262","144.66"
"262","144.67"
"262","144.68"
"262","144.69"
"262","144.7"
"262","144.70"
"262","144.71"
"262","144.72"
"262","144.73"
"262","144.74"
"262","144.75"
"262","144.76"
"262","144.77"
"262","144.78"
"262","144.79"
"262","144.8"
"262","144.80"
"262","144.81"
"262","144.82"
"262","144.83"
"262","144.84"
"262","144.85"
"262","144.86"
"262","144.87"
"262","144.88"
"262","144.89"
"262","144.9"
"262","144.90"
"262","144.91"
"262","144.92"
"262","144.93"
"262","144.94"
"262","144.95"
"262","144.96"
"262","144.97"
"262","144.98"
"262","144.99"
"262","145"
"262","145.0"
"262","145.00"
"262","145.01"
"262","145.02"
"262","145.03"
"262","145.04"
"262","145.05"
"262","145.06"
"262","145.07"
"262","145.08"
"262","145.09"
"262","145.1"
"262","145.10"
"262","145.11"
"262","145.12"
"262","145.13"
"262","145.14"
"262","145.15"
"262","145.16"
"262","145.17"
"262","145.18"
"262","145.19"
"262","145.2"
"262","145.20"
"262","145.21"
"262","145.22"
"262","145.23"
"262","145.24"
"262","145.25"
"262","145.26"
"262","145.27"
"262","145.28"
"262","145.29"
"262","145.3"
"262","145.30"
"262","145.31"
"262","145.32"
"262","145.33"
"262","145.34"
"262","145.35"
"262","145.36"
"262","145.37"
"262","145.38"
"262","145.39"
"262","145.4"
"262","145.40"
"262","145.41"
"262","145.42"
"262","145.43"
"262","145.44"
"262","145.45"
"262","145.46"
"262","145.47"
"262","145.48"
"262","145.49"
"262","145.5"
"262","145.50"
"262","145.51"
"262","145.52"
"262","145.53"
"262","145.54"
"262","145.55"
"262","145.56"
"262","145.57"
"262","145.58"
"262","145.59"
"262","145.6"
"262","145.60"
"262","145.61"
"262","145.62"
"262","145.63"
"262","145.64"
"262","145.65"
"262","145.66"
"262","145.67"
"262","145.68"
"262","145.69"
"262","145.7"
"262","145.70"
"262","145.71"
"262","145.72"
"262","145.73"
